#WEEK|GEO_ID|UNITS_TOTAL|JOBLOSS_TOTAL|JOBLOSS_MOE|JOBLOSS_RATE|JOBLOSS_RT_MOE|JOBLOSS_UNIV|LFNEXT_TOTAL|LFNEXT_MOE|LFNEXT_RATE|LFNEXT_RT_MOE|LFNEXT_UNIV|FOODSCARCE_TOTAL|FOODSCARCE_MOE|FOODSCARCE_RATE|FOODSCARCE_RT_MOE|FOODSCARCE_UNIV|HLTHDLY_TOTAL|HLTHDLY_MOE|HLTHDLY_RATE|HLTHDLY_RT_MOE|HLTHDLY_UNIV|HINSEC_1_TOTAL|HINSEC_1_MOE|HINSEC_1_RATE|HINSEC_1_RT_MOE|HINSEC_1_UNIV|EDMVD_TOTAL|EDMVD_MOE|EDMVD_RATE|EDMVD_RT_MOE|EDMVD_UNIV|TELEWORK_TOTAL|TELEWORK_MOE|TELEWORK_RATE|TELEWORK_RT_MOE|TELEWORK_UNIV|HINSEC_TOTAL|HINSEC_MOE|HINSEC_RATE|HINSEC_RT_MOE|HINSEC_UNIV|EVICTFOR_TOTAL|EVICTFOR_MOE|EVICTFOR_RATE|EVICTFOR_RT_MOE|EVICTFOR_UNIV|EXPENSE_TOTAL|EXPENSE_MOE|EXPENSE_RATE|EXPENSE_RT_MOE|EXPENSE_UNIV|SECONDED_TOTAL|SECONDED_MOE|SECONDED_RATE|SECONDED_RT_MOE|SECONDED_UNIV|VACCINE_TOTAL|VACCINE_MOE|VACCINE_RATE|VACCINE_RT_MOE|VACCINE_UNIV|GETVACC_TOTAL|GETVACC_MOE|GETVACC_RATE|GETVACC_RT_MOE|GETVACC_UNIV|TELEWORK_2_TOTAL|TELEWORK_2_MOE|TELEWORK_2_RATE|TELEWORK_2_RT_MOE|TELEWORK_2_UNIV|FOODASSIS_TOTAL|FOODASSIS_MOE|FOODASSIS_RATE|FOODASSIS_RT_MOE|FOODASSIS_UNIV|CHILDCARE_TOTAL|CHILDCARE_MOE|CHILDCARE_RATE|CHILDCARE_RT_MOE|CHILDCARE_UNIV|HHTELHLTH_TOTAL|HHTELHLTH_MOE|HHTELHLTH_RATE|HHTELHLTH_RT_MOE|HHTELHLTH_UNIV|CHILDTELE_TOTAL|CHILDTELE_MOE|CHILDTELE_RATE|CHILDTELE_RT_MOE|CHILDTELE_UNIV|PLNDTRIP_TOTAL|PLNDTRIP_MOE|PLNDTRIP_RATE|PLNDTRIP_RT_MOE|PLNDTRIP_UNIV|CHILDCARE_2_TOTAL|CHILDCARE_2_MOE|CHILDCARE_2_RATE|CHILDCARE_2_RT_MOE|CHILDCARE_2_UNIV|WACTIVITY_TOTAL|WACTIVITY_MOE|WACTIVITY_RATE|WACTIVITY_RT_MOE|WACTIVITY_UNIV|FOODFORCHLD_TOTAL|FOODFORCHLD_MOE|FOODFORCHLD_RATE|FOODFORCHLD_RT_MOE|FOODFORCHLD_UNIV|ENERGYBILL_TOTAL|ENERGYBILL_MOE|ENERGYBILL_RATE|ENERGYBILL_RT_MOE|ENERGYBILL_UNIV|CTCUSE_TOTAL|CTCUSE_MOE|CTCUSE_RATE|CTCUSE_RT_MOE|CTCUSE_UNIV|CTCUSENEW_TOTAL|CTCUSENEW_MOE|CTCUSENEW_RATE|CTCUSENEW_RT_MOE|CTCUSENEW_UNIV|LONGCOVID_1_TOTAL|LONGCOVID_1_MOE|LONGCOVID_1_RATE|LONGCOVID_1_RT_MOE|LONGCOVID_1_UNIV|PRICEINCR_TOTAL|PRICEINCR_MOE|PRICEINCR_RATE|PRICEINCR_RT_MOE|PRICEINCR_UNIV|PRICEWORRY_TOTAL|PRICEWORRY_MOE|PRICEWORRY_RATE|PRICEWORRY_RT_MOE|PRICEWORRY_UNIV|GASIMPACT_TOTAL|GASIMPACT_MOE|GASIMPACT_RATE|GASIMPACT_RT_MOE|GASIMPACT_UNIV|FOODFORCHLD1_TOTAL|FOODFORCHLD1_MOE|FOODFORCHLD1_RATE|FOODFORCHLD1_RT_MOE|FOODFORCHLD1_UNIV|DISPLACED_TOTAL|DISPLACED_MOE|DISPLACED_RATE|DISPLACED_RT_MOE|DISPLACED_UNIV|DISPLACEDTIME_TOTAL|DISPLACEDTIME_MOE|DISPLACEDTIME_RATE|DISPLACEDTIME_RT_MOE|DISPLACEDTIME_UNIV|COL_START_DATE|COL_END_DATE|SURVEY_YEAR|YR_WEEK_NUM
63|0400000US23|1113361|||||||||||122857|29237|12.1|2.9|1013551||||||||||||||||||||||||||13545|10730|31.2|21.0|43438|396180|42631|38.6|4.1|1026365|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||225582|31314|24.2|3.1|933698|||||||||||143909|30045|24.4|4.7|589036|878819|32644|84.6|2.7|1038833|836686|35846|80.8|3.0|1035048|479145|45281|52.1|4.5|919809|154032|25836|50.2|6.8|306949|5117|3990|0.5|0.4|972519|||||5117|October 18, 2023|October 30, 2023|2023|11
63|0400000US24|4704806|||||||||||445348|90397|10.6|2.1|4198642||||||||||||||||||||||||||66956|29169|28.8|10.9|232586|1494335|112975|35.0|2.4|4273672|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||691832|98907|19.4|2.6|3571329|||||||||||580834|93594|22.7|3.3|2557034|3753455|99803|86.4|1.6|4344586|3437725|125583|80.4|2.3|4274661|1726531|125061|48.7|2.8|3544965|507099|78148|33.7|4.7|1505875|10609|12890|0.3|0.3|3859019|||||10609|October 18, 2023|October 30, 2023|2023|11
63|0400000US25|5427691|||||||||||534182|104526|10.8|2.1|4943794||||||||||||||||||||||||||121741|48490|36.2|13.5|336347|1843919|122665|36.9|2.6|5000742|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1187156|135206|27.8|2.9|4275478|||||||||||814238|117938|25.1|3.3|3248654|4264278|125825|84.5|2.0|5044711|3976063|125918|79.1|2.2|5024157|2072805|127598|49.0|2.4|4229761|981632|114754|62.9|4.9|1560412|30477|26492|0.7|0.6|4600221|12820|17584|42.1|47.6|30477|October 18, 2023|October 30, 2023|2023|11
63|0400000US26|7735119|||||||||||871572|135003|12.8|2.0|6797611||||||||||||||||||||||||||90283|43403|33.9|14.4|266083|2923931|218340|42.3|2.8|6914102|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1416359|162780|23.3|2.5|6081013|||||||||||1017229|101073|25.5|2.4|3986947|6126077|130785|86.7|1.3|7067453|5541424|163759|80.1|1.7|6916880|3236771|204706|53.9|2.8|6001537|1335174|136118|56.3|3.7|2372013|72188|25839|1.1|0.4|6434142|12859|11220|21.6|18.6|59579|October 18, 2023|October 30, 2023|2023|11
63|0400000US27|4311532|||||||||||321102|82690|8.1|2.1|3984871||||||||||||||||||||||||||34739|22529|22.5|13.3|154084|1314993|133744|32.5|3.3|4052314|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||548169|69051|15.3|1.9|3572503|||||||||||598609|71935|24.5|2.6|2444289|3327652|94515|81.3|2.1|4092978|2981209|104403|73.9|2.4|4035207|1842634|113195|52.2|2.7|3530764|745260|87109|53.5|4.9|1393701|18586|13334|0.5|0.4|3784536|6813|7777|39.1|39.1|17446|October 18, 2023|October 30, 2023|2023|11
63|0400000US28|2173482|||||||||||289727|55698|15.1|2.8|1914180||||||||||||||||||||||||||53211|30225|51.6|16.4|103218|1024910|87776|51.4|4.1|1992282|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||438023|79188|25.5|4.3|1718761|||||||||||300478|49584|28.2|4.7|1065355|1874229|56890|92.1|2.1|2034247|1758176|80719|88.0|3.4|1998533|1005986|91584|59.4|4.7|1694427|308964|55154|39.6|7.0|781078|32392|15261|1.8|0.8|1844924|6055|4406|18.7|16.9|32392|October 18, 2023|October 30, 2023|2023|11
63|0400000US29|4681751|||||||||||505642|102385|12.1|2.4|4175264||||||||||||||||||||||||||58071|30453|34.9|12.3|166423|1695976|122683|39.5|2.8|4291840|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||864479|115694|23.3|3.1|3707899|||||||||||607180|90067|26.4|3.7|2297788|3907373|100884|89.2|1.7|4381437|3632861|113264|84.3|1.7|4311991|1946177|130518|52.6|3.2|3700075|360589|89132|24.6|5.5|1463835|37985|31388|1.0|0.8|3993730|28740|29193|75.7|37.0|37985|October 18, 2023|October 30, 2023|2023|11
63|0400000US30|880407|||||||||||104565|22243|13.2|2.8|791623||||||||||||||||||||||||||10269|7569|28.4|19.5|36205|314002|27503|38.7|3.6|810370|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||154259|24147|22.0|3.4|702079|||||||||||168345|30346|35.3|4.8|476328|720181|25197|87.9|2.0|819626|702594|18358|86.1|1.7|816035|428613|25443|61.9|3.3|692108|72242|17723|28.5|6.0|253569|773|1339|0.1|0.2|747255|||||773|October 18, 2023|October 30, 2023|2023|11
63|0400000US31|1455973|||||||||||150678|27744|11.2|2.0|1339689||||||||||||||||||||||||||18102|9919|37.7|17.5|48058|512259|42815|37.4|3.0|1368048|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||240499|37359|19.9|2.9|1211158|||||||||||191957|26361|28.4|3.6|676616|1202031|29772|87.1|2.0|1379285|1127728|32910|82.2|2.3|1372572|630803|44370|52.4|3.5|1203911|160988|21701|32.7|4.0|491901|1442|1926|0.1|0.1|1285002|1442|1926|100.0|0.0|1442|October 18, 2023|October 30, 2023|2023|11
63|0400000US32|2494294|||||||||||351425|59924|15.8|2.6|2219245||||||||||||||||||||||||||4285|3545|7.2|5.9|59721|957492|71462|41.9|3.0|2283120|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||410150|57064|21.8|3.0|1883645|||||||||||293709|37618|24.9|3.4|1180548|2121886|72378|92.2|1.8|2301639|1932830|71723|84.6|2.6|2284403|1151181|102048|62.5|4.6|1841600|458148|65395|56.4|5.6|812196|4157|4930|0.2|0.2|2010334|||||4157|October 18, 2023|October 30, 2023|2023|11
63|0400000US33|1117829|||||||||||80951|25508|8.0|2.5|1016494||||||||||||||||||||||||||12754|8756|40.6|20.2|31394|349080|26702|33.8|2.6|1033516|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||210207|32720|23.2|3.6|907441|||||||||||161113|29652|25.5|4.1|632489|856597|35507|82.1|2.5|1043511|809065|38740|77.8|3.3|1039921|419511|37748|47.2|3.8|888308|34514|12035|13.2|4.5|261014|1956|1430|0.2|0.1|963687|500|827|29.3|43.0|1706|October 18, 2023|October 30, 2023|2023|11
63|0400000US34|7122199|||||||||||683036|125203|11.3|2.0|6054620||||||||||||||||||||||||||36043|23368|15.9|10.4|226256|2341325|191192|37.6|3.0|6220396|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1267015|179379|24.6|3.0|5148537|||||||||||959338|172171|24.0|4.0|3999431|5304089|177900|83.5|2.2|6354569|5044055|210956|80.3|2.6|6284686|2613117|222947|51.2|3.5|5102732|432330|110655|20.2|4.7|2139058|37340|37617|0.7|0.7|5665095|28955|33414|77.5|23.8|37340|October 18, 2023|October 30, 2023|2023|11
63|0400000US35|1622106|||||||||||204671|37285|14.2|2.5|1438818||||||||||||||||||||||||||26299|14794|35.5|17.3|74091|544923|56286|37.0|3.5|1473182|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||355820|44221|27.4|3.3|1298069|||||||||||217766|30541|27.0|3.6|807016|1319036|42271|88.0|2.1|1498636|1192192|45869|80.5|2.5|1481149|712538|53029|55.4|3.9|1285208|313885|41451|61.5|5.7|510546|3650|2347|0.3|0.2|1367298|||||3357|October 18, 2023|October 30, 2023|2023|11
63|0400000US36|15036419|||||||||||1389668|310517|10.8|2.3|12812228||||||||||||||||||||||||||310634|130932|32.5|11.2|955442|5194593|380557|38.5|2.8|13504250|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2085905|328334|19.0|2.8|10967950|||||||||||1904903|289123|22.4|3.2|8518674|11901524|348025|85.7|2.0|13887524|10962081|352706|80.7|2.2|13580103|4893699|409171|45.4|3.5|10786120|1517923|264667|36.9|5.8|4108165|125787|98497|1.0|0.8|12346813|85923|91905|70.6|32.0|121712|October 18, 2023|October 30, 2023|2023|11
63|0400000US37|8270414|||||||||||881894|173084|12.3|2.3|7183056||||||||||||||||||||||||||175382|88056|30.8|13.8|568760|2921738|231737|39.4|3.0|7408359|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1413477|205550|21.8|3.2|6469677|||||||||||980974|161532|24.5|3.7|4007522|6474125|165341|85.0|1.8|7619913|6066697|214518|80.8|2.2|7509028|3333091|212197|52.1|3.1|6395156|1126777|175811|44.6|5.5|2524289|48418|35841|0.7|0.5|6844165|10647|8673|22.6|23.9|47011|October 18, 2023|October 30, 2023|2023|11
63|0400000US38|570659|||||||||||48813|11725|9.8|2.3|496137||||||||||||||||||||||||||6187|4883|38.0|20.9|16302|182564|17014|36.0|3.2|506988|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||84733|16345|19.3|3.5|439738|||||||||||82799|11818|31.4|3.7|263666|469549|17030|89.2|2.1|526496|421083|19185|81.2|2.8|518307|218101|20241|49.8|4.1|437591|33795|10312|18.3|5.2|184367|680|835|0.1|0.2|466358|680|835|100.0|0.0|680|October 18, 2023|October 30, 2023|2023|11
63|0400000US39|8934322|||||||||||856580|196072|10.9|2.5|7825522||||||||||||||||||||||||||108267|57612|19.4|9.6|556890|3376831|234338|41.7|2.9|8093317|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1696789|221229|24.7|2.9|6879267|||||||||||1404222|239783|31.6|4.5|4449491|7181233|217353|86.9|2.0|8263295|6971253|251199|85.9|2.1|8114614|3632149|234750|53.2|3.0|6833198|735879|173837|28.2|5.7|2607459|8376|9149|0.1|0.1|7310875|1139|1310|13.6|22.6|8376|October 18, 2023|October 30, 2023|2023|11
63|0400000US40|2986911|||||||||||378595|67506|14.4|2.5|2636654||||||||||||||||||||||||||57306|27555|45.9|15.6|124755|1124196|92998|41.4|3.2|2717226|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||602692|79947|25.6|3.1|2356053|||||||||||537232|73620|35.6|3.9|1510866|2487239|74109|90.0|2.3|2764055|2284978|80574|83.6|2.4|2733248|1467296|89107|63.0|2.8|2328560|403759|62073|39.2|4.4|1031111|41967|16719|1.7|0.7|2535339|2293|2618|5.5|6.3|41967|October 18, 2023|October 30, 2023|2023|11
63|0400000US41|3315259|||||||||||284560|53089|9.3|1.7|3056704||||||||||||||||||||||||||38461|18682|31.9|13.0|120721|1183047|95070|38.2|2.9|3098593|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||615388|79223|22.2|2.8|2776828|||||||||||476896|75293|26.8|3.9|1776954|2680731|61293|85.3|1.5|3143308|2467540|69243|79.2|1.8|3115910|1750819|79244|63.4|2.6|2761931|391357|52993|45.4|5.0|861808|27957|18573|1.0|0.6|2937158|21733|18115|77.7|22.6|27957|October 18, 2023|October 30, 2023|2023|11
63|0400000US42|9933427|||||||||||1062477|209001|12.4|2.5|8573200||||||||||||||||||||||||||221766|87547|37.6|13.1|589661|3584357|332160|40.3|3.6|8893267|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2065376|241579|26.6|3.0|7777663|||||||||||1204375|163981|24.2|3.1|4981420|7882217|209935|86.6|1.8|9105953|7411473|256071|82.6|2.3|8974346|4363313|296431|56.9|2.9|7670668|1151070|201179|43.0|6.0|2679987|34994|39232|0.4|0.5|8196489|2976|3611|8.5|18.8|34994|October 18, 2023|October 30, 2023|2023|11
63|0400000US44|848183|||||||||||82471|22920|11.5|3.1|714487||||||||||||||||||||||||||2743|2866|13.0|13.9|21116|297285|35009|39.7|4.4|748608|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||142433|29242|22.7|4.0|626184|||||||||||139697|27778|28.2|4.9|495436|642103|29182|85.1|2.8|754315|598512|24703|79.8|2.6|749687|278900|29224|45.3|4.0|616310|71020|22188|32.0|7.8|221615|1565|1806|0.2|0.3|675821|876|1463|56.0|64.3|1565|October 18, 2023|October 30, 2023|2023|11
63|0400000US45|4116940|||||||||||415700|78388|11.8|2.2|3524227||||||||||||||||||||||||||38358|23433|20.4|11.2|187857|1400174|110593|38.8|3.1|3606997|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||729350|99703|23.3|2.8|3131978|||||||||||495699|86655|25.2|4.0|1968890|3249483|110688|88.4|2.0|3674461|2913830|114237|81.1|2.7|3594686|1506866|129143|49.1|4.1|3072059|565185|78594|45.5|4.6|1241512|15726|17962|0.5|0.5|3371223|7096|8355|45.1|55.0|15726|October 18, 2023|October 30, 2023|2023|11
63|0400000US46|675019|||||||||||70669|16753|11.4|2.7|621752||||||||||||||||||||||||||10573|7623|43.2|22.7|24447|238271|20177|37.7|3.0|632705|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||113137|19097|19.8|3.2|571460|||||||||||108158|18681|30.5|4.9|355164|544007|17904|84.4|2.5|644446|529696|18244|82.6|2.4|641314|307939|21817|54.2|3.4|568652|65406|13890|26.9|4.7|242900|4876|6352|0.8|1.0|605628|4332|6302|88.8|30.7|4876|October 18, 2023|October 30, 2023|2023|11
63|0400000US47|5455071|||||||||||653157|113386|13.5|2.3|4844543||||||||||||||||||||||||||62578|42306|36.1|18.0|173125|2029517|161505|40.6|3.1|4996537|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||820891|124844|19.3|2.9|4242961|||||||||||853963|121332|28.2|3.5|3028556|4430950|131702|87.8|2.1|5044591|4128509|147113|82.4|2.7|5012876|2354451|172960|56.0|3.7|4203666|559360|92583|32.4|4.3|1727404|52074|37223|1.2|0.8|4502991|18692|18780|35.9|26.7|52074|October 18, 2023|October 30, 2023|2023|11
63|0400000US48|22460717|||||||||||3222660|382917|16.5|1.9|19567981||||||||||||||||||||||||||640871|227331|47.4|11.6|1353440|9300465|611860|46.5|2.7|19992178|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||4383081|498980|26.0|2.6|16878275|||||||||||2979832|398469|26.5|3.1|11247168|18243464|458895|88.9|1.5|20525432|16973963|555245|84.3|1.9|20125181|9492167|527991|57.1|2.4|16636423|3403493|509798|41.8|5.2|8145594|261697|123217|1.4|0.7|18310230|55866|65764|30.2|27.7|185117|October 18, 2023|October 30, 2023|2023|11
63|0400000US49|2450650|||||||||||235174|51387|10.5|2.3|2235544||||||||||||||||||||||||||37333|26259|35.0|18.8|106572|955612|61485|42.0|2.5|2275876|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||401340|48333|19.6|2.3|2048173|||||||||||357909|48135|27.0|3.3|1326173|2048900|47323|88.6|1.5|2313509|1905375|53464|83.3|2.0|2288362|1362806|60368|67.2|2.1|2027022|146885|27866|15.1|2.8|971267|6417|5231|0.3|0.2|2154321|421|721|6.6|16.6|6417|October 18, 2023|October 30, 2023|2023|11
63|0400000US50|510057|||||||||||47032|11378|10.2|2.4|463203||||||||||||||||||||||||||5066|4136|22.5|16.7|22484|131105|18023|27.6|3.7|475242|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||67424|13121|16.3|3.1|414615|||||||||||50734|10231|18.0|3.3|282052|373941|18873|77.7|3.3|481443|354916|18340|74.7|3.1|475412|210463|21724|51.1|4.8|411745|82959|13076|56.0|8.5|148064|10896|4969|2.5|1.2|429287|2690|2700|25.5|24.3|10562|October 18, 2023|October 30, 2023|2023|11
63|0400000US51|6631493|||||||||||662577|124680|11.4|2.1|5836010||||||||||||||||||||||||||19642|14167|10.7|7.8|183981|2240681|169483|37.4|2.6|5997102|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1040833|145138|20.4|2.7|5092149|||||||||||726544|105764|22.2|3.1|3278743|5351464|157165|87.0|1.6|6150382|4970376|152561|82.6|1.7|6014659|2434139|189507|48.4|3.4|5026562|737046|120904|37.3|5.0|1975709|52389|62032|0.9|1.1|5532069|38174|61016|72.9|45.4|52389|October 18, 2023|October 30, 2023|2023|11
63|0400000US53|6050305|||||||||||594510|89675|10.6|1.6|5590384||||||||||||||||||||||||||45447|26060|26.8|11.9|169634|1876286|106004|33.2|1.9|5657474|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||880866|116187|17.7|2.1|4985766|||||||||||722685|74148|22.3|2.2|3237511|4870161|99760|85.1|1.3|5719788|4543266|98608|80.0|1.4|5681935|3078243|139687|62.6|2.3|4919853|714195|93985|39.3|4.3|1816659|29520|13360|0.6|0.3|5311613|18493|12323|62.6|21.0|29520|October 18, 2023|October 30, 2023|2023|11
63|0400000US54|1370064|||||||||||184342|39379|15.3|3.2|1205247||||||||||||||||||||||||||5081|5510|9.5|11.0|53375|556680|56632|45.4|4.2|1227377|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||297418|52573|28.5|4.7|1044253|||||||||||225485|32986|31.8|4.4|709255|1156791|40806|92.0|1.7|1256802|1055021|51188|85.8|2.9|1229559|602077|58839|58.1|5.1|1037015|176854|31448|46.3|7.4|382356|2838|4246|0.3|0.4|1128508|2838|4246|100.0|0.0|2838|October 18, 2023|October 30, 2023|2023|11
63|0400000US55|4538089|||||||||||453225|105119|10.9|2.5|4144157||||||||||||||||||||||||||29376|20062|17.1|10.9|171627|1413912|133057|33.9|3.1|4175734|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||601744|89828|16.4|2.3|3665897|||||||||||596207|96486|25.4|4.0|2345030|3605010|109552|84.3|2.2|4277481|3366894|115831|79.9|2.2|4214276|1823459|169447|50.0|3.6|3646157|390883|79373|28.8|5.3|1358507|18678|17079|0.5|0.4|3840658|18678|17079|100.0|0.0|18678|October 18, 2023|October 30, 2023|2023|11
63|0400000US56|442798|||||||||||51261|11301|12.7|2.8|404457||||||||||||||||||||||||||5719|3724|28.9|21.2|19806|179726|15818|43.4|3.7|413888|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||80428|13693|21.8|3.6|369672|||||||||||58803|10960|30.8|5.2|191201|377956|14963|89.4|3.3|422838|366944|12700|88.4|2.8|414872|250386|14141|68.5|3.4|365486|45584|12598|27.4|8.1|166272|1347|1627|0.3|0.4|389564|793|1268|58.9|63.4|1347|October 18, 2023|October 30, 2023|2023|11
63|310M600US12060|4608716|||||||||||558222|114594|14.6|2.8|3829598||||||||||||||||||||||||||34694|27904|25.7|16.9|134994|1694428|177646|42.5|3.1|3985640|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||744731|158405|22.2|4.2|3356648|||||||||||626924|116107|27.4|4.8|2286152|3592545|214760|88.1|1.7|4075911|3323262|225733|82.7|2.4|4019015|1737285|184501|52.5|3.5|3310041|363448|98364|24.8|5.6|1467067|26843|23666|0.7|0.7|3618624|9331|13606|37.2|45.2|25100|October 18, 2023|October 30, 2023|2023|11
63|310M600US14460|3704607|||||||||||304572|74672|9.1|2.1|3363694||||||||||||||||||||||||||56185|28323|33.6|12.9|167209|1115738|125840|32.7|3.2|3409738|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||691499|113888|23.7|3.4|2920859|||||||||||561334|107086|24.6|4.1|2278809|2828046|142491|81.8|2.7|3458743|2635735|146586|76.8|2.5|3430069|1282107|122017|44.2|3.2|2899845|557060|92714|52.5|6.1|1060504|30883|26468|1.0|0.8|3147857|12820|17584|41.5|46.8|30883|October 18, 2023|October 30, 2023|2023|11
63|310M600US16980|7217602|||||||||||794482|152077|12.6|2.4|6300709||||||||||||||||||||||||||67278|39468|19.8|11.6|339236|2470431|218753|38.1|3.0|6485690|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1201713|187490|22.4|3.3|5358547|||||||||||826787|146891|21.7|3.6|3804922|5790758|229731|86.0|1.9|6736702|5279698|290936|80.2|2.4|6586192|2466050|191578|46.8|2.9|5269241|859816|152976|39.2|4.8|2193505|147465|123311|2.5|2.0|5907970|94600|109841|64.2|42.8|147465|October 18, 2023|October 30, 2023|2023|11
63|310M600US19100|5867726|||||||||||540009|142359|10.9|2.7|4967834||||||||||||||||||||||||||63233|58425|23.1|19.5|273275|2135662|246506|42.3|3.7|5052136|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||922858|166061|20.8|3.3|4435083|||||||||||892409|215511|28.3|5.8|3152986|4647472|341732|86.9|2.5|5346454|4301056|368000|83.7|2.9|5141183|2150909|256598|50.0|4.4|4301216|629007|202870|30.7|8.2|2047388|15370|15456|0.3|0.3|4655591|10278|14196|73.3|40.5|14023|October 18, 2023|October 30, 2023|2023|11
63|310M600US19820|3368639|||||||||||441699|85034|14.8|2.7|2993633||||||||||||||||||||||||||39358|23617|29.6|16.2|132892|1339405|136441|44.0|3.6|3040819|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||598237|86685|22.9|3.2|2607445|||||||||||482306|75993|27.7|4.1|1743816|2727615|130371|87.7|1.8|3111388|2487593|140515|82.1|2.4|3028768|1341572|112524|51.9|3.5|2587092|605963|93393|58.5|5.1|1035246|45628|21794|1.6|0.8|2781443|9377|10490|25.5|23.8|36819|October 18, 2023|October 30, 2023|2023|11
63|310M600US26420|5488995|||||||||||1000490|269184|20.8|4.7|4816298||||||||||||||||||||||||||292025|163780|61.6|21.9|473969|2344898|294871|47.6|4.3|4930633|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||1299409|258382|31.8|5.2|4084661|||||||||||532735|141854|19.8|5.0|2687480|4461706|337612|88.5|3.8|5042237|4272887|386615|86.2|2.2|4958882|2419073|303995|59.7|3.9|4049063|702667|227794|33.0|8.6|2127848|83814|63843|1.9|1.4|4387213|45588|63901|59.6|46.8|76501|October 18, 2023|October 30, 2023|2023|11
63|310M600US31080|10391904|||||||||||989592|223735|11.3|2.4|8740573||||||||||||||||||||||||||123481|65691|24.0|11.6|515305|4137207|556094|46.0|4.4|8993085|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2073657|369819|28.5|3.9|7275001|||||||||||1405647|258574|23.8|4.1|5897567|8607955|507425|91.7|1.6|9385186|7724586|597116|84.6|3.1|9130290|4636608|517458|64.9|3.6|7145989|1921140|320190|64.1|5.4|2995582|81870|68884|1.0|0.9|7982984|28909|24954|75.4|40.8|38328|October 18, 2023|October 30, 2023|2023|11
63|310M600US33100|5186971|||||||||||675277|185936|15.4|4.2|4382557||||||||||||||||||||||||||127476|71873|43.8|14.7|291353|2341493|325532|51.9|5.4|4512140|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||802463|190773|21.6|4.8|3716765|||||||||||788675|255409|26.5|6.7|2971376|4141912|370949|89.9|2.5|4608102|3942909|380650|86.9|3.1|4538189|1939458|305240|54.2|4.9|3581224|638844|156797|47.8|7.0|1336939|32677|27525|0.8|0.7|4151704|5271|5613|16.1|20.2|32677|October 18, 2023|October 30, 2023|2023|11
63|310M600US35620|14064641|||||||||||1204442|292364|10.2|2.5|11762773||||||||||||||||||||||||||284776|126549|30.4|11.3|938237|4733092|387946|38.0|2.8|12439430|||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||2153268|253937|21.9|2.4|9844232|||||||||||1753267|272507|21.3|3.2|8230991|11107972|499577|86.7|1.9|12815855|10162428|433403|80.8|2.3|12578738|4421834|371630|45.8|2.9|9650761|1224449|249896|29.1|5.5|4211010|70477|48892|0.6|0.4|11168423|34521|38015|52.0|40.8|66402|October 18, 2023|October 30, 2023|2023|11
