#WEEK|GEO_ID|UNITS_TOTAL|JOBLOSS_TOTAL|JOBLOSS_MOE|JOBLOSS_RATE|JOBLOSS_RT_MOE|JOBLOSS_UNIV|LFNEXT_TOTAL|LFNEXT_MOE|LFNEXT_RATE|LFNEXT_RT_MOE|LFNEXT_UNIV|FOODSCARCE_TOTAL|FOODSCARCE_MOE|FOODSCARCE_RATE|FOODSCARCE_RT_MOE|FOODSCARCE_UNIV|HLTHDLY_TOTAL|HLTHDLY_MOE|HLTHDLY_RATE|HLTHDLY_RT_MOE|HLTHDLY_UNIV|HINSEC_1_TOTAL|HINSEC_1_MOE|HINSEC_1_RATE|HINSEC_1_RT_MOE|HINSEC_1_UNIV|EDMVD_TOTAL|EDMVD_MOE|EDMVD_RATE|EDMVD_RT_MOE|EDMVD_UNIV|TELEWORK_TOTAL|TELEWORK_MOE|TELEWORK_RATE|TELEWORK_RT_MOE|TELEWORK_UNIV|HINSEC_TOTAL|HINSEC_MOE|HINSEC_RATE|HINSEC_RT_MOE|HINSEC_UNIV|EVICTFOR_TOTAL|EVICTFOR_MOE|EVICTFOR_RATE|EVICTFOR_RT_MOE|EVICTFOR_UNIV|EXPENSE_TOTAL|EXPENSE_MOE|EXPENSE_RATE|EXPENSE_RT_MOE|EXPENSE_UNIV|SECONDED_TOTAL|SECONDED_MOE|SECONDED_RATE|SECONDED_RT_MOE|SECONDED_UNIV|VACCINE_TOTAL|VACCINE_MOE|VACCINE_RATE|VACCINE_RT_MOE|VACCINE_UNIV|GETVACC_TOTAL|GETVACC_MOE|GETVACC_RATE|GETVACC_RT_MOE|GETVACC_UNIV|TELEWORK_2_TOTAL|TELEWORK_2_MOE|TELEWORK_2_RATE|TELEWORK_2_RT_MOE|TELEWORK_2_UNIV|FOODASSIS_TOTAL|FOODASSIS_MOE|FOODASSIS_RATE|FOODASSIS_RT_MOE|FOODASSIS_UNIV|CHILDCARE_TOTAL|CHILDCARE_MOE|CHILDCARE_RATE|CHILDCARE_RT_MOE|CHILDCARE_UNIV|HHTELHLTH_TOTAL|HHTELHLTH_MOE|HHTELHLTH_RATE|HHTELHLTH_RT_MOE|HHTELHLTH_UNIV|CHILDTELE_TOTAL|CHILDTELE_MOE|CHILDTELE_RATE|CHILDTELE_RT_MOE|CHILDTELE_UNIV|PLNDTRIP_TOTAL|PLNDTRIP_MOE|PLNDTRIP_RATE|PLNDTRIP_RT_MOE|PLNDTRIP_UNIV|CHILDCARE_2_TOTAL|CHILDCARE_2_MOE|CHILDCARE_2_RATE|CHILDCARE_2_RT_MOE|CHILDCARE_2_UNIV|WACTIVITY_TOTAL|WACTIVITY_MOE|WACTIVITY_RATE|WACTIVITY_RT_MOE|WACTIVITY_UNIV|FOODFORCHLD_TOTAL|FOODFORCHLD_MOE|FOODFORCHLD_RATE|FOODFORCHLD_RT_MOE|FOODFORCHLD_UNIV|ENERGYBILL_TOTAL|ENERGYBILL_MOE|ENERGYBILL_RATE|ENERGYBILL_RT_MOE|ENERGYBILL_UNIV|CTCUSE_TOTAL|CTCUSE_MOE|CTCUSE_RATE|CTCUSE_RT_MOE|CTCUSE_UNIV|CTCUSENEW_TOTAL|CTCUSENEW_MOE|CTCUSENEW_RATE|CTCUSENEW_RT_MOE|CTCUSENEW_UNIV|LONGCOVID_1_TOTAL|LONGCOVID_1_MOE|LONGCOVID_1_RATE|LONGCOVID_1_RT_MOE|LONGCOVID_1_UNIV|PRICEINCR_TOTAL|PRICEINCR_MOE|PRICEINCR_RATE|PRICEINCR_RT_MOE|PRICEINCR_UNIV|PRICEWORRY_TOTAL|PRICEWORRY_MOE|PRICEWORRY_RATE|PRICEWORRY_RT_MOE|PRICEWORRY_UNIV|GASIMPACT_TOTAL|GASIMPACT_MOE|GASIMPACT_RATE|GASIMPACT_RT_MOE|GASIMPACT_UNIV|FOODFORCHLD1_TOTAL|FOODFORCHLD1_MOE|FOODFORCHLD1_RATE|FOODFORCHLD1_RT_MOE|FOODFORCHLD1_UNIV|DISPLACED_TOTAL|DISPLACED_MOE|DISPLACED_RATE|DISPLACED_RT_MOE|DISPLACED_UNIV|DISPLACEDTIME_TOTAL|DISPLACEDTIME_MOE|DISPLACEDTIME_RATE|DISPLACEDTIME_RT_MOE|DISPLACEDTIME_UNIV|COL_START_DATE|COL_END_DATE|SURVEY_YEAR|YR_WEEK_NUM
35|0400000US45|4033193|||||||||||390178|91250|11.0|2.6|3540628|||||||||||||||||||||240591|93425|10.2|4.0|2368741|107824|43539|45.2|16.9|238681|1146218|188069|31.5|5.0|3643685|||||||||||||||||||||||||||||||516180|116263|15.4|3.3|3361544|81465|26219|6.7|2.2|1218611||||||88990|34531|27.8|8.6|320563|2191232|159616|60.2|4.0|3640936|381629|87737|31.0|7.0|1232306|629189|109870|20.3|3.4|3101293|605140|100479|64.3|8.2|941188|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|0400000US46|648348|||||||||||43397|17393|7.4|2.9|583410|||||||||||||||||||||12865|9128|3.3|2.3|387952|5451|4946|21.3|18.8|25624|131825|24993|22.1|4.2|597253|||||||||||||||||||||||||||||||59324|15679|10.4|2.8|570852|14829|8911|7.5|4.4|197364||||||16652|10282|23.0|11.4|72284|418103|22313|69.9|3.3|597719|38970|14031|21.6|6.9|180195|104226|33292|19.5|6.0|534099|94296|15611|67.6|7.0|139498|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|0400000US47|5279261|||||||||||511369|125509|10.8|2.6|4738492|||||||||||||||||||||220461|85207|7.3|2.7|3012442|130696|61355|43.9|16.1|297544|1420850|192764|29.1|3.9|4876266|||||||||||||||||||||||||||||||554490|106084|12.4|2.3|4456377|160163|64293|11.9|4.3|1344314||||||112859|36367|24.8|9.3|455992|2973475|169366|61.2|3.0|4861052|415774|122771|32.5|7.5|1279829|789740|151931|18.5|3.5|4257933|618301|119663|65.8|7.4|939115|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|0400000US48|21688354|||||||||||1666202|238535|9.1|1.3|18279942|||||||||||||||||||||801721|263777|6.7|2.1|11927450|475582|140244|36.0|8.1|1322780|6049337|557532|32.1|2.8|18840160|||||||||||||||||||||||||||||||3337874|342356|19.3|1.9|17273383|1051767|186741|14.8|2.3|7119105||||||687863|182353|35.1|8.2|1960541|11562000|474315|61.6|2.2|18764049|2274588|331539|33.6|4.2|6778084|3998109|518376|24.5|2.9|16337848|3518664|379665|76.1|4.2|4622722|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|0400000US49|2324002|||||||||||94061|28032|4.5|1.3|2075321|||||||||||||||||||||45555|23679|3.0|1.6|1535124|17793|12535|18.5|11.2|95928|441988|57935|20.7|2.7|2136011|||||||||||||||||||||||||||||||309345|42468|15.4|2.1|2002435|87064|26725|9.7|2.8|897345||||||40132|16961|16.3|6.3|245762|1495421|75124|70.2|2.6|2129257|109911|28520|13.1|3.3|840627|253585|38010|13.3|1.9|1901285|354749|44446|62.0|5.5|572208|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|0400000US50|485680|||||||||||10663|5432|2.4|1.2|441484|||||||||||||||||||||7244|3692|2.7|1.4|269003|2299|2380|23.7|20.9|9719|86293|19465|18.8|4.2|459596|||||||||||||||||||||||||||||||94104|18945|22.3|4.4|422300|26391|10821|16.7|6.7|158356||||||9309|4284|18.1|10.2|51508|288706|27087|62.6|5.6|461339|45913|14030|31.2|9.9|147208|39074|12255|9.6|3.0|406574|93672|23152|69.5|10.4|134871|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|0400000US51|6511643|||||||||||365923|110074|6.6|2.0|5584880|||||||||||||||||||||186244|60008|5.1|1.7|3652772|128142|54980|44.4|13.9|288915|1202865|179087|20.8|3.0|5788863|||||||||||||||||||||||||||||||891293|112938|17.1|2.2|5207519|443084|99595|21.7|4.0|2042340||||||202899|94215|31.2|12.6|650734|3547704|197341|61.3|2.7|5786400|456087|106958|23.0|4.7|1983797|875251|140235|17.8|3.0|4915027|1062660|127354|65.2|5.4|1629075|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|0400000US53|5950326|||||||||||277861|62775|5.2|1.2|5306474|||||||||||||||||||||152449|59819|3.9|1.5|3893352|113074|43028|34.9|11.0|323553|1102637|113784|20.4|2.1|5409620|||||||||||||||||||||||||||||||942200|102000|18.5|2.0|5103226|233797|54640|14.2|3.3|1642962||||||131961|35204|30.5|7.3|432856|3126171|161976|57.7|2.7|5415369|395789|64110|25.6|3.9|1543090|720794|93231|14.6|1.9|4936486|716118|81433|66.9|4.3|1070921|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|0400000US54|1377441|||||||||||102982|42043|8.4|3.4|1222070|||||||||||||||||||||71647|33202|10.6|4.9|673494|41951|29966|26.6|16.6|157628|391237|64085|31.5|4.8|1243056|||||||||||||||||||||||||||||||180261|34748|16.0|3.0|1123901|50144|28676|13.5|7.6|370954||||||40147|28036|36.2|19.4|110996|732078|85720|58.9|6.2|1243056|213604|51285|55.5|9.9|384822|279590|60330|26.0|5.0|1077021|226897|56430|78.2|8.6|290019|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|0400000US55|4454731|||||||||||248809|87227|6.4|2.2|3908389|||||||||||||||||||||86430|47513|3.3|1.8|2587850|26952|18230|18.2|10.5|147847|863582|129056|21.5|3.1|4021807|||||||||||||||||||||||||||||||497076|86169|13.2|2.3|3767503|132042|42639|12.9|4.1|1024679||||||63597|26636|22.9|10.1|277567|2611130|138044|64.9|2.4|4021568|197718|48699|19.9|4.7|995358|518168|100450|14.4|2.7|3603519|505836|59652|65.9|5.6|767314|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|0400000US56|438527|||||||||||35303|17763|9.1|4.5|388463|||||||||||||||||||||12168|8702|4.4|3.2|279409|4584|3179|14.0|12.1|32716|116893|24307|29.5|5.9|396751|||||||||||||||||||||||||||||||49546|21940|13.3|5.9|373622|25898|15288|20.5|10.6|126314||||||3812|3806|9.1|9.9|41693|253491|21651|63.8|4.7|397171|13839|8003|11.1|6.2|124842|54609|17886|15.0|4.9|364580|60365|16312|74.6|9.9|80937|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|310M600US12060|4689359|||||||||||260599|90337|6.7|2.3|3918236|||||||||||||||||||||104284|35861|3.6|1.3|2880402|60900|30217|29.6|13.3|205906|944675|170452|23.4|4.0|4035008|||||||||||||||||||||||||||||||1030448|174287|27.7|4.2|3722709|169502|84131|12.2|5.5|1389555||||||148330|49608|29.8|8.9|498273|2532406|203670|62.6|3.0|4043163|474922|93246|37.9|6.3|1252957|553184|108004|15.9|2.9|3488674|561110|86932|59.0|7.6|950847|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|310M600US14460|3756345|||||||||||149201|41029|4.7|1.3|3199764|||||||||||||||||||||69500|27508|3.1|1.2|2227131|47798|26443|31.6|15.3|151265|725343|113049|21.8|3.0|3324565|||||||||||||||||||||||||||||||784325|112563|25.4|3.3|3090035|213488|53752|21.6|4.5|986135||||||108837|35114|32.0|8.7|340054|2003757|124878|60.6|2.5|3308892|282268|88511|31.9|7.4|885375|472605|106579|16.3|3.2|2891050|376674|61703|63.2|6.5|596036|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|310M600US16980|6770508|||||||||||399496|134939|7.0|2.4|5720811|||||||||||||||||||||200483|94128|5.2|2.4|3881157|99777|66678|22.9|15.0|436394|1631213|240295|28.0|3.5|5825858|||||||||||||||||||||||||||||||903747|143952|17.2|2.8|5248159|226746|66234|13.6|3.8|1670080||||||163009|61365|32.1|12.0|508065|3245783|276091|55.7|3.7|5831507|433181|148737|26.6|7.3|1625863|1097634|231279|21.8|4.1|5041855|840540|127705|71.3|6.2|1179115|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|310M600US19100|5992993|||||||||||369037|142492|7.2|2.7|5114853|||||||||||||||||||||175773|60744|5.2|1.7|3394543|86860|44569|23.8|12.6|365063|1216612|187874|23.2|3.3|5254127|||||||||||||||||||||||||||||||970849|167649|20.0|3.1|4843966|218428|68407|12.0|3.3|1816241||||||129120|55863|27.2|11.5|474528|3340807|395233|63.6|4.0|5256070|461928|141210|27.6|7.1|1673936|870539|189484|19.0|3.6|4592763|752103|158048|72.0|5.6|1044424|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|310M600US19820|3727762|||||||||||243145|83955|7.5|2.5|3239633|||||||||||||||||||||135327|65192|7.1|3.3|1898974|56445|59186|28.0|23.2|201764|975765|176752|28.5|4.4|3427563|||||||||||||||||||||||||||||||650468|138844|21.8|4.3|2982776|137066|55926|14.2|5.4|962038||||||181847|79384|53.3|12.8|340918|1892993|190097|55.0|4.2|3440523|353367|104465|37.9|8.7|931381|533185|104852|19.4|3.2|2754205|431484|87392|73.6|5.9|586267|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|310M600US26420|5485128|||||||||||479446|128414|10.5|2.7|4572123|||||||||||||||||||||214021|76475|7.6|2.6|2809869|201472|104064|49.2|17.1|409377|1751432|262616|36.3|4.8|4821533|||||||||||||||||||||||||||||||946023|178036|21.9|3.7|4315194|397961|142667|22.0|6.7|1811715||||||229312|141046|42.2|16.9|543333|2909223|307210|60.4|4.8|4813620|751643|156159|41.8|5.9|1799293|970128|215084|23.8|4.8|4072454|839739|154114|79.7|5.3|1053116|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|310M600US31080|10360594|||||||||||728179|195890|8.8|2.3|8315630|||||||||||||||||||||402693|130120|6.5|2.0|6196901|251206|114056|34.0|13.4|737924|2534729|371078|28.6|3.8|8863966|||||||||||||||||||||||||||||||2210188|407787|27.4|4.0|8063343|667276|287092|22.1|8.2|3012884||||||386325|109770|39.0|11.6|990082|4953681|520880|55.9|4.3|8856980|796164|254674|28.8|7.5|2766713|1357913|336230|18.2|3.8|7475435|1294550|316636|70.1|6.4|1845481|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|310M600US33100|4840570|||||||||||389922|131910|9.9|3.1|3939060|||||||||||||||||||||294239|110695|11.6|4.0|2547027|155085|85759|41.8|16.3|370684|1310155|212015|31.4|4.1|4167734|||||||||||||||||||||||||||||||709789|114008|19.8|3.0|3580512|230575|75293|18.2|5.7|1269862||||||91608|42798|24.1|9.6|379516|2250556|180123|54.0|3.3|4166198|414406|114543|34.7|8.1|1193360|587202|174755|17.7|4.8|3314428|704500|133523|77.0|7.9|914924|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|310M600US35620|13676437|||||||||||563146|191588|5.2|1.7|10765382|||||||||||||||||||||685894|172661|8.9|2.1|7679763|290987|143690|26.2|11.7|1110767|3306145|517021|28.7|3.6|11530113|||||||||||||||||||||||||||||||2171159|334607|21.3|2.8|10199446|684283|170679|17.1|4.5|4000836||||||424789|153875|38.9|10.9|1091754|6132032|488349|53.2|3.7|11521748|1244255|393987|35.1|6.7|3545425|2107488|378937|21.5|3.2|9811937|1617114|406806|63.0|8.0|2567683|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|310M600US37980|5060890|||||||||||196389|55022|4.5|1.3|4355695|||||||||||||||||||||299461|125561|10.7|4.2|2789576|172025|82082|44.2|17.0|389096|1112772|177370|24.8|3.4|4483616|||||||||||||||||||||||||||||||879886|128243|22.1|2.9|3975539|274320|104424|19.9|7.0|1377509||||||197245|106827|45.0|15.0|438700|2381066|207368|53.2|3.1|4471699|397725|111679|31.1|7.5|1277124|757191|138135|20.1|3.3|3767710|630489|113081|69.1|5.7|912496|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|310M600US38060|3989075|||||||||||205662|64088|5.8|1.8|3536004|||||||||||||||||||||150356|73703|6.1|2.9|2466119|27400|15594|13.7|8.5|199679|901498|145403|25.0|4.0|3612814|||||||||||||||||||||||||||||||770841|108622|23.0|2.8|3344435|164557|51080|12.5|4.0|1315903||||||158547|47119|28.5|11.6|557009|2038055|154212|56.5|2.9|3609167|569447|122490|46.3|6.9|1230376|586682|123691|18.3|3.4|3211153|661316|104002|70.5|6.5|938013|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|310M600US40140|4325369|||||||||||348849|148536|10.1|4.1|3443030|||||||||||||||||||||175418|126887|6.9|4.8|2554998|123257|116061|51.0|26.1|241745|1115692|201924|29.7|4.5|3762336|||||||||||||||||||||||||||||||861324|212430|26.2|5.6|3285356|269269|143104|19.0|8.7|1415703||||||142608|131820|30.1|21.4|474043|2290049|317572|61.1|4.6|3746786|554744|156064|45.4|9.4|1220872|856784|206966|27.8|5.8|3081687|711794|140318|74.9|7.2|950782|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|310M600US41860|3486913|||||||||||132476|47490|4.3|1.5|3099303|||||||||||||||||||||70087|36013|3.1|1.6|2242668|52166|36470|39.0|20.3|133916|930131|309342|29.1|7.2|3198503|||||||||||||||||||||||||||||||850518|116680|28.6|4.8|2971178|156248|45790|15.1|3.8|1034763||||||58885|23764|19.4|7.6|303921|1683948|336673|52.7|6.0|3198204|161193|70215|16.3|5.7|991560|315114|99330|11.6|3.0|2720798|234871|59212|62.7|8.8|374300|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|310M600US42660|3179284|||||||||||165667|43323|5.8|1.5|2848222|||||||||||||||||||||84335|31902|3.9|1.5|2135316|70622|31310|35.4|14.1|199645|594261|89181|20.5|2.8|2892703|||||||||||||||||||||||||||||||602833|76880|21.9|2.6|2747215|187210|49186|18.5|4.5|1010923||||||70992|25286|26.8|7.9|265235|1675037|109987|57.9|2.8|2894260|201765|52997|21.8|5.0|923546|423237|65094|16.1|2.3|2630961|442439|64342|70.3|4.9|629281|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
35|310M600US47900|4395600|||||||||||258867|62405|6.7|1.5|3874147|||||||||||||||||||||160398|53106|5.7|1.8|2810130|103071|47494|39.4|13.2|261813|835398|108345|20.9|2.4|4004486|||||||||||||||||||||||||||||||906111|109737|24.7|2.6|3668141|251592|44168|19.4|3.0|1294709||||||124256|38516|26.2|8.1|475126|2218732|169913|55.8|2.9|3976151|262896|60772|23.1|4.3|1138839|567402|96291|16.2|2.4|3511480|727740|99002|70.2|4.8|1036375|||||||||||||||||||||||||||||||||||||||||August 4, 2021|August 16, 2021|2021|14
34|0100000US|250265449|||||||||||17698955|1008935|8.2|0.5|215237891|||||||||||||||||||||8748093|669724|6.2|0.5|141140858|4613784|504401|32.7|3.3|14102200|61501296|1524997|27.6|0.7|222815643|||||||||||||||||||||||||||||||42125354|1201239|20.8|0.6|202831755|11290797|713540|15.7|1.0|71979811||||||6303536|539251|29.4|2.0|21447673|127284624|1510490|57.2|0.6|222616797|20411349|951083|30.3|1.2|67393670|38416408|1335212|20.1|0.7|191493555|33767512|1082509|67.6|1.2|49975009|||||||||||||||||||||||||||||||||||||||||July 21, 2021|August 2, 2021|2021|13
34|0400000US01|3737637|||||||||||332411|96215|10.3|2.9|3217156|||||||||||||||||||||172860|76428|8.8|3.7|1969670|115537|59112|49.0|19.8|235917|1025463|137081|31.0|3.9|3312588|||||||||||||||||||||||||||||||470339|86866|15.5|2.8|3038764|95700|34948|9.0|3.5|1059550||||||56243|31684|20.4|10.8|275826|1909959|142251|57.6|4.0|3313165|321571|79617|33.8|7.4|952649|724958|113477|25.4|3.9|2853600|524771|102031|72.5|8.5|724101|||||||||||||||||||||||||||||||||||||||||July 21, 2021|August 2, 2021|2021|13
34|0400000US02|525308|||||||||||35465|7761|7.4|1.6|479431|||||||||||||||||||||21129|9529|6.2|2.8|341993|9357|6740|34.7|19.7|27002|125539|15305|25.8|3.2|487257|||||||||||||||||||||||||||||||78852|11728|17.1|2.5|460565|17868|5917|11.1|3.7|161092||||||11610|4696|24.5|10.7|47399|318463|16930|65.5|3.2|485863|45631|12094|29.5|6.9|154432|83818|15062|18.9|3.4|443539|67127|14466|66.4|7.8|101154|||||||||||||||||||||||||||||||||||||||||July 21, 2021|August 2, 2021|2021|13
34|0400000US04|5753909|||||||||||373167|83500|7.5|1.7|4964890|||||||||||||||||||||105960|45199|3.2|1.4|3280342|83517|39235|36.8|15.2|227032|1427348|180227|27.5|3.5|5191022|||||||||||||||||||||||||||||||905331|116436|19.4|2.6|4673816|244722|69190|14.2|4.0|1720702||||||190313|71569|43.2|12.0|440071|2759715|194320|53.1|3.4|5196382|491156|80635|30.2|5.1|1625226|880607|158257|19.6|3.3|4483381|815520|148114|69.4|5.8|1175373|||||||||||||||||||||||||||||||||||||||||July 21, 2021|August 2, 2021|2021|13
34|0400000US05|2264877|||||||||||211870|56491|11.1|3.0|1907589|||||||||||||||||||||74740|31793|6.7|2.8|1113533|36838|23931|38.0|19.1|96853|634037|96812|31.3|4.7|2023834|||||||||||||||||||||||||||||||347751|87698|19.6|4.8|1772526|70461|19065|12.3|3.1|574836||||||53419|24223|26.0|10.5|205104|1192261|112654|58.9|5.2|2023834|171143|50068|31.1|7.7|549438|399465|83131|24.4|4.5|1638147|320386|57487|75.6|7.1|423582|||||||||||||||||||||||||||||||||||||||||July 21, 2021|August 2, 2021|2021|13
34|0400000US06|29807656|||||||||||2023366|380415|8.0|1.5|25218646|||||||||||||||||||||1089524|254847|6.0|1.4|18265924|594235|192328|29.7|8.5|2000939|7409843|553614|28.6|2.1|25937165|||||||||||||||||||||||||||||||6708899|512462|28.0|2.1|23972345|1594501|251312|18.8|3.1|8499154||||||1249698|332058|48.5|7.0|2575299|14208487|547528|54.9|1.9|25877574|2224355|361534|28.8|4.2|7716785|4741586|490883|21.4|2.2|22198967|3853643|508365|71.7|5.2|5375110|||||||||||||||||||||||||||||||||||||||||July 21, 2021|August 2, 2021|2021|13
34|0400000US08|4504323|||||||||||254280|82443|6.2|2.0|4111111|||||||||||||||||||||63520|31973|2.1|1.1|2961044|39672|28089|32.7|16.0|121272|908321|133962|21.6|3.1|4205809|||||||||||||||||||||||||||||||814208|110244|20.6|2.6|3948902|206462|56583|15.9|4.2|1298576||||||101220|54146|24.9|12.1|405850|2475448|104707|59.1|2.4|4190502|298581|85174|26.1|6.2|1144643|556642|122266|14.6|3.1|3823211|585432|91576|65.8|6.6|889239|||||||||||||||||||||||||||||||||||||||||July 21, 2021|August 2, 2021|2021|13
34|0400000US09|2724164|||||||||||199129|67629|8.6|2.8|2314695|||||||||||||||||||||142288|49478|9.5|3.3|1503474|58362|28912|27.4|11.7|212613|642293|74765|26.8|3.0|2398886|||||||||||||||||||||||||||||||455433|71150|21.3|3.1|2141507|160083|41001|22.9|5.8|700271||||||48876|29594|21.2|10.8|230290|1278652|77418|53.1|3.3|2408332|165234|43493|25.5|6.4|649152|450824|86113|22.4|3.9|2014449|372293|65649|71.5|7.2|520399|||||||||||||||||||||||||||||||||||||||||July 21, 2021|August 2, 2021|2021|13
34|0400000US10|767878|||||||||||27296|14348|4.1|2.2|658357|||||||||||||||||||||21203|10664|4.7|2.5|449674|9902|8956|30.1|23.1|32932|167195|27713|24.8|4.1|673964|||||||||||||||||||||||||||||||131094|17755|21.0|2.7|624174|38409|11743|18.7|5.8|205375||||||21766|11090|39.9|15.8|54485|353124|32942|52.3|4.5|674614|63115|21110|32.9|8.6|191756|132410|26629|22.2|4.1|597549|97350|25920|63.7|10.3|152796|||||||||||||||||||||||||||||||||||||||||July 21, 2021|August 2, 2021|2021|13
34|0400000US11|546656|||||||||||57309|21614|11.2|4.2|511703|||||||||||||||||||||36371|21065|9.1|5.1|399600|32619|21137|64.9|23.1|50289|123832|23775|23.9|4.6|518716|||||||||||||||||||||||||||||||134548|23613|27.6|4.7|486696|18582|7722|14.7|6.5|126636||||||10483|6271|20.6|12.6|50900|279446|30142|53.8|5.4|518953|28760|9520|22.8|8.0|125872|91575|26990|19.6|5.6|467062|41017|13956|59.8|11.9|68577|||||||||||||||||||||||||||||||||||||||||July 21, 2021|August 2, 2021|2021|13
34|0400000US12|17254676|||||||||||1251202|374696|8.5|2.5|14722884|||||||||||||||||||||849797|274683|9.2|2.9|9266199|349330|187893|27.8|12.4|1255347|4197922|369831|27.4|2.3|15336371|||||||||||||||||||||||||||||||2966757|368008|21.5|2.7|13798334|711847|239499|16.2|5.2|4383770||||||469476|203272|36.0|12.6|1304417|7948752|485873|51.9|2.9|15311459|1481373|269451|34.6|5.2|4276360|2477100|334825|19.2|2.6|12898391|2212801|370200|77.2|5.2|2867302|||||||||||||||||||||||||||||||||||||||||July 21, 2021|August 2, 2021|2021|13
34|0400000US13|8033423|||||||||||714621|147467|10.1|2.0|7063395|||||||||||||||||||||360956|112456|7.5|2.3|4783196|256575|106122|55.2|13.6|465055|2608722|307892|35.9|4.1|7268012|||||||||||||||||||||||||||||||1341324|219055|20.5|3.2|6529542|422525|149016|17.2|5.8|2455151||||||184173|74574|30.6|12.1|601466|3964480|240456|54.9|3.1|7216202|708055|219448|29.2|7.6|2425012|1471809|230136|24.1|3.4|6097402|1354697|210410|70.0|5.3|1934769|||||||||||||||||||||||||||||||||||||||||July 21, 2021|August 2, 2021|2021|13
34|0400000US15|1065941|||||||||||60309|22731|6.4|2.3|945855|||||||||||||||||||||32830|12502|5.1|2.0|642774|13409|9358|17.8|12.4|75140|292934|44694|29.7|4.2|986605|||||||||||||||||||||||||||||||247750|43833|27.2|4.6|909894|71360|27208|18.8|7.3|380484||||||42484|24659|32.6|16.2|130514|616140|50756|62.3|4.5|988262|126613|29422|34.8|6.8|364004|140411|35489|16.1|4.1|869690|148767|31092|63.9|9.6|232761|||||||||||||||||||||||||||||||||||||||||July 21, 2021|August 2, 2021|2021|13
34|0400000US16|1382940|||||||||||84885|31862|6.7|2.5|1263229|||||||||||||||||||||37231|17306|4.4|1.9|848862|22515|12066|51.3|16.9|43885|327519|49246|25.4|3.7|1290579|||||||||||||||||||||||||||||||136053|29498|11.2|2.5|1209604|28832|10472|7.3|2.6|395109||||||15795|9382|12.3|7.7|128842|870820|58285|67.4|4.2|1292376|81384|22398|21.8|4.9|373883|163339|41875|14.0|3.6|1166370|165088|31094|56.7|6.9|291007|||||||||||||||||||||||||||||||||||||||||July 21, 2021|August 2, 2021|2021|13
34|0400000US17|9479736|||||||||||665766|256986|8.3|3.2|8020917|||||||||||||||||||||474194|154943|9.0|2.8|5274698|262909|134628|33.1|13.5|795470|2337437|310493|28.3|3.6|8261331|||||||||||||||||||||||||||||||1476766|210057|19.5|2.7|7571287|454145|146190|17.5|5.2|2596353||||||191044|86624|17.4|7.2|1096356|4625845|281354|55.8|3.1|8293452|857748|224365|37.1|7.6|2314066|1216245|230157|17.4|3.3|6995783|1066249|185195|59.9|8.0|1779028|||||||||||||||||||||||||||||||||||||||||July 21, 2021|August 2, 2021|2021|13
